ID_Number,Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Fuel_Tank_Capacity in Litres,capacity points,Displacement in cc,displacement points,Cylinders,No of cylinder points,Valves_Per_Cylinder,Valve point,Emission_Norm in BS,emission points,ARAI_Certified_Mileage in km/litre,ARAI Mileage Points liquid,ARAI_Certified_Mileage_for_CNG in km/kg,ARAI Mileage Points CNG,Front_Brakes,front break points,Rear_Brakes,rear break points,Power_Steering,power steering point,Power_Windows,power window point,Odometer,odometer point,Speedometer,speedometer point,Tripmeter,tripmeter point,Seats_Material,seat material point,Type,type point,Audio system,audio system point,Bluetooth,bluetooth point,Boot_Space in L,Boot Space points,Fuel-lid_Opener,Fuel-lid opener point,Boot-lid_Opener,Boot-lid Opener points,Fuel_Gauge,Fuel Guage points,Low_Fuel_Warning,Low Fuel Warning point,Ventilation_System,Ventilation system points,Cruise_Control,Cruise Control points,Airbags,Airbags point,Power in PS,Power Points,torque in NM,Torque points,POINT SUM,torque in NM old,Drivetrain,Cylinder_Configuration,Torque,Engine_Location,Fuel_System,Height in MM,Length in MM,Width in MM,Body_Type,Doors,City_Mileage in km/litre,Power,Highway_Mileage in km/litre,Kerb_Weight in kg,Gears,Ground_Clearance in MM,Front_Suspension,Rear_Suspension,Front_Track in MM,Rear_Track in MM,Front_Tyre,Rim WR,RIMS CORRECT,Rear_Tyre_&_Rim,Power_Seats,Keyless_Entry,RPM PS,Tachometer,Seating_Capacity,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,A _(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs2,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
1176,Maruti Suzuki,Wagon,Lxi,434000,Petrol,32,1,998,2,3,3,4,0,6,3,22.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,52,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,,,145/80R13,145/80R13,R13,145/80R13,,,5500,Not on offer,5,,145/80R13,,Yes,,,2 years /40000 Kms (years/distance whichever comes first),,Yes,Yes,,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,,Yes,Yes,,1,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1177,Maruti Suzuki,Wagon,1.2L Vxi,513501,Petrol,32,1,1197,3,3,3,4,0,6,3,21.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,83,3,113,3,61,113,FWD (Front Wheel Drive),In-line,113NM@4200RPM,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,83PS@6000rpm,,830,5,,Mc Pherson Strut with coil spring,Torsion beam with coil spring,,,165/70R14,165/70R14,R14,165/70R14,,Remote,6000,Analog,5,2435 mm,165/70R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1340 kg,,Yes,Yes,Yes,1,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,,,,,none
1178,Maruti Suzuki,Wagon,1.2L Vxi Ags,560500,Petrol,32,1,1197,3,3,3,4,0,6,3,21.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,83,3,113,3,65,113,FWD (Front Wheel Drive),In-line,113NM@4200RPM,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,83PS@6000rpm,,,5,,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,,,155/65R14,155/65R14,R14,155/65R14,,Remote,6000,Not on offer,5,,155/65R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,,1,,Rake,,,Rear sensors,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1179,Maruti Suzuki,Wagon,1.2L Zxi Ags,594800,Petrol,32,1,1197,3,3,3,4,0,6,3,21.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Front passenger frontal airbag, Driver frontal airbag",2,83,3,113,3,66,113,FWD (Front Wheel Drive),In-line,113NM@4200RPM,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,83PS@6000rpm,,,5,,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,,,165/70R14,165/70R14,R14,165/70R14,,Remote,6000,Analog,5,,165/70R14,,Yes,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,,,,,,Yes,,,,,,,,,,,,No,,,,,none
1180,Maruti Suzuki,Wagon,Lxi (O),441000,Petrol,32,1,998,2,3,3,4,0,6,3,22.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,90,2,53,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,,,145/80R13,145/80R13,R13,145/80R13,,,5500,Not on offer,5,,145/80R13,,Yes,,,2 years /40000 Kms (years/distance whichever comes first),,Yes,Yes,,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,,Yes,Yes,,2,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1181,Maruti Suzuki,Wagon,Vxi (O),486001,Petrol,32,1,998,2,3,3,4,0,6,3,22.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,90,2,59,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,,,165/70R14,165/70R14,R14,165/70R14,,Remote,5500,Analog,5,,165/70R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1182,Maruti Suzuki,Wagon,1.2L Vxi (O),520500,Petrol,32,1,1197,3,3,3,4,0,6,3,21.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Front passenger frontal airbag, Driver frontal airbag",2,83,3,113,3,62,113,FWD (Front Wheel Drive),In-line,113NM@4200RPM,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,83PS@6000rpm,,830,5,,Mc Pherson Strut with coil spring,Torsion beam with coil spring,,,165/70R14,165/70R14,R14,165/70R14,,Remote,6000,Analog,5,2435 mm,165/70R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1340 kg,,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,,,,,none
1183,Maruti Suzuki,Wagon,1.2L Vxi Ags (O),567500,Petrol,32,1,1197,3,3,3,4,0,6,3,21.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,83,3,113,3,66,113,FWD (Front Wheel Drive),In-line,113NM@4200RPM,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,83PS@6000rpm,,,5,,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,,,155/65R14,155/65R14,R14,155/65R14,,Remote,6000,Not on offer,5,,155/65R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1184,Maruti Suzuki,Wagon,Vxi Ags (O),533000,Petrol,32,1,998,2,3,3,4,0,6,3,22.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Front passenger frontal airbag,1,68,2,90,2,62,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,,,165/70R14,165/70R14,R14,165/70R14,,Remote,5500,Analog,5,,165/70R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1185,Maruti Suzuki,Wagon,Lxi Cng,500500,CNG,32,1,998,2,3,3,4,0,4,2,0,1,33.54,5,Ventilated Disc,3,Drum,0,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,52,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,,,145/80R13,145/80R13,R13,145/80R13,,,5500,Not on offer,5,,145/80R13,,Yes,,,2 years /40000 Kms (years/distance whichever comes first),,Yes,Yes,,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,,Yes,Yes,,1,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,none
1186,Maruti Suzuki,Wagon,Lxi (O) Cng,507500,CNG,32,1,998,2,3,3,4,0,4,2,0,1,33.54,5,Ventilated Disc,3,Drum,0,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,68,2,90,2,53,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,,,145/80R13,145/80R13,R13,145/80R13,,,5500,Not on offer,5,,145/80R13,,Yes,,,2 years /40000 Kms (years/distance whichever comes first),,Yes,Yes,,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,,Yes,Yes,,2,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,none
1187,Tata,Tiago Nrg,1.2L Revotron,594993,Petrol,35,1,1199,3,3,3,4,0,4,2,23.84,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,242,4,"With Remote, Internal",1,"With Remote, Internal",5,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,85,3,114,3,57,114,FWD (Front Wheel Drive),In-line,114NM@3500rpm,"Front, Transverse",Injection,1587,3793,1665,Crossover,5,,85PS@6000rpm,,1017,5,180,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400,1420,175/65 R14,175/65 R14,R14,175/65 R14,,Remote,6000,Analog,5,2400 mm,175/65 R14,,Yes,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,Yes,Yes,Yes,Yes,2,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,,Yes,,,,,,,,,,,,No,,,none
1188,Tata,Tiago Nrg,1.05L Revotorq,689993,Diesel,35,1,1047,3,3,3,4,0,4,2,27.28,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,242,4,"With Remote, Internal",1,"With Remote, Internal",5,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,70,2,140,3,56,140,FWD (Front Wheel Drive),In-line,140NM@1800-3000rpm,"Front, Transverse",Injection,1587,3793,1665,Crossover,5,,70PS@4000rpm,,1085,5,180,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400,1420,175/65 R14,175/65 R14,R14,175/65 R14,,Remote,4000,Analog,5,2400 mm,175/65 R14,,Yes,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,,Yes,,,,,,,,,,,,No,,,none
1189,Tata,Tiago Nrg,1.2L Revotron Amt,639993,Petrol,35,1,1199,3,3,3,4,0,4,2,23.84,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,AMT,3,CD Player with USB & Aux-in,5,Yes,1,242,4,"With Remote, Internal",1,"With Remote, Internal",5,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Driver frontal airbag, Front passenger frontal airbag",2,85,3,114,3,59,114,FWD (Front Wheel Drive),In-line,114NM@3500rpm,"Front, Transverse",Injection,1587,3793,1665,Crossover,5,,85PS@6000rpm,,1017,5,180,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400,1420,175/65 R14,175/65 R14,R14,175/65 R14,,Remote,6000,Analog,5,2400 mm,175/65 R14,,Yes,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,Yes,Yes,Yes,Yes,2,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,,Yes,,,,,,,,,,,,No,,,none
1190,Mahindra,Nuvosport,N4,797802,Diesel,60,3,1493,4,3,3,4,0,4,2,17.21,4,0,0,Ventilated Disc,3,Drum,0,Yes,1,All Windows,2,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,412,5,Internal,5,Internal,3,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,100,4,240,5,60,240,FWD (Front Wheel Drive),In-line,240NM@1600-2800rpm,"Front, Transverse",Injection,1870,3985,1850,SUV,5,13.8,100PS@3750rpm,17.21,,5,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,R16,215/65R16,,,3750,Analog,7,2760 mm,215/65R16,,,,,3 years /100000 Kms (years/distance whichever comes first),,Yes,Yes,,Not on offer,,,Yes,,,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,Yes,,,,,,,,,,2220 kg,,,,,,,Rake,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,none
1191,Mahindra,Nuvosport,N6,905642,Diesel,60,3,1493,4,3,3,4,0,4,2,17.21,4,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,412,5,Internal,5,Internal,3,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,100,4,240,5,66,240,FWD (Front Wheel Drive),In-line,240NM@1600-2800rpm,"Front, Transverse",Injection,1870,3985,1850,SUV,5,13.8,100PS@3750rpm,17.21,,5,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,R16,215/65R16,,,3750,Analog,7,2760 mm,215/65R16,,Yes,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,Yes,,,,Yes,,,Yes,,Front Row,2220 kg,,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,none
1192,Mahindra,Nuvosport,N8 Amt,984818,Diesel,60,3,1493,4,3,3,4,0,4,2,17.21,4,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Manual,1,CD Player with USB & Aux-in,5,Yes,1,412,5,Internal,5,Internal,3,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,100,4,240,5,64,240,FWD (Front Wheel Drive),In-line,240NM@1600-2800rpm,"Front, Transverse",Injection,1870,3985,1850,SUV,5,13.8,100PS@3750rpm,17.21,,5,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,R16,215/65R16,,Smart Key,3750,Analog,7,2760 mm,215/65R16,Yes,Yes,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,Yes,,,,Yes,,,Yes,,,2220 kg,,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,,,Yes,,,Yes,,,,,,,No,,,,,none
1193,Mahindra,Nuvosport,N4 +,832415,Diesel,60,3,1493,4,3,3,4,0,4,2,17.21,4,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Fabric,3,Manual,1,Not on offer,0,Yes,1,412,5,Internal,5,Internal,3,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,Yes,1,"Front passenger frontal airbag, Driver frontal airbag",2,100,4,240,5,61,240,FWD (Front Wheel Drive),In-line,240NM@1600-2800rpm,"Front, Transverse",Injection,1870,3985,1850,SUV,5,13.8,100PS@3750rpm,17.21,,5,,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,R16,215/65R16,,,3750,Analog,7,2760 mm,215/65R16,,Yes,,Yes,3 years /100000 Kms (years/distance whichever comes first),,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,Yes,,,,Yes,,,Yes,,,2220 kg,,Yes,,,2,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,none
1194,Mahindra,Nuvosport,N6 Amt,972359,Diesel,60,3,1493,4,3,3,4,0,4,2,16.21,4,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,412,5,Internal,5,Internal,3,Analog,1,Yes,1,Manual Air conditioning with cooling and heating,2,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,100,4,240,5,70,240,FWD (Front Wheel Drive),In-line,240NM@1600-2800rpm,"Front, Transverse",Injection,1870,3985,1850,SUV,5,12.8,100PS@3750rpm,16.21,,5,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,R16,215/65R16,,Smart Key,3750,Analog,7,2760 mm,215/65R16,,Yes,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,Yes,,,,,,,Yes,Yes,Front Row,2220 kg,,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,,,,,Cup Holders,,,,,,Yes,,,,,,,No,,,,,none
